question_id,missed_columns_count,extra_columns_count,missed_columns,extra_columns,recall
68,2,13,"{'schools': ['county', 'statustype']}","{'schools': ['gsoffered', 'ncesdist', 'streetabr', 'soctype', 'website', 'cdscode', 'edopscode', 'doc', 'opendate', 'ext', 'magnet', 'gsserved', 'ncesschool']}",0.6
69,0,14,{},"{'schools': ['admemail1', 'soctype', 'website', 'school', 'cdscode', 'edopscode', 'ncesschool', 'charter', 'charternum', 'streetabr', 'doc', 'magnet', 'ext', 'gsserved']}",1.0
70,1,14,{'schools': ['county']},"{'schools': ['ncesdist', 'longitude', 'admemail1', 'latitude', 'website', 'cdscode', 'opendate', 'doc', 'streetabr', 'closeddate', 'mailstreet', 'ext', 'district', 'gsserved']}",0.6666666666666666
71,1,28,{'schools': ['city']},"{'frpm': ['frpm count (ages 5-17)', 'school code', 'school type', 'charter school (y/n)', '2013-14 calpads fall 1 certification status', 'county code', 'district name', 'county name', 'enrollment (k-12)', 'charter school number', 'district type', 'school name', 'percent (%) eligible free (k-12)', 'percent (%) eligible frpm (k-12)'], 'schools': ['gsoffered', 'ncesdist', 'mailzip', 'school', 'mailstrabr', 'doc', 'ncesschool', 'charter', 'streetabr', 'mailcity', 'mailstreet', 'ext', 'soc', 'gsserved']}",0.8333333333333333
72,2,28,"{'frpm': ['academic year'], 'schools': ['city']}","{'frpm': ['frpm count (ages 5-17)', 'school code', 'school type', '2013-14 calpads fall 1 certification status', 'enrollment (k-12)', 'percent (%) eligible frpm (ages 5-17)', 'percent (%) eligible free (ages 5-17)', 'charter school number', 'school name', 'frpm count (k-12)', 'free meal count (k-12)', 'percent (%) eligible free (k-12)', 'free meal count (ages 5-17)', 'percent (%) eligible frpm (k-12)'], 'schools': ['gsoffered', 'ncesdist', 'edopsname', 'school', 'opendate', 'ncesschool', 'charter', 'charternum', 'streetabr', 'closeddate', 'doc', 'magnet', 'soc', 'gsserved']}",0.6666666666666666
73,1,28,{'schools': ['soctype']},"{'frpm': ['school code', '2013-14 calpads fall 1 certification status', 'county name', 'enrollment (k-12)', 'percent (%) eligible frpm (ages 5-17)', 'percent (%) eligible free (ages 5-17)', 'charter school number', 'school name', 'frpm count (k-12)', 'free meal count (k-12)', 'percent (%) eligible free (k-12)', 'free meal count (ages 5-17)', 'enrollment (ages 5-17)', 'percent (%) eligible frpm (k-12)'], 'schools': ['ncesdist', 'admemail2', 'admemail1', 'mailzip', 'website', 'mailstrabr', 'doc', 'ncesschool', 'streetabr', 'mailcity', 'magnet', 'ext', 'soc', 'gsserved']}",0.8333333333333333
74,0,27,{},"{'frpm': ['school code', 'school type', '2013-14 calpads fall 1 certification status', 'charter school (y/n)', 'district name', 'county name', 'enrollment (k-12)', 'school name', 'charter school number', 'educational option type', 'percent (%) eligible free (k-12)', 'district code', 'enrollment (ages 5-17)', 'percent (%) eligible frpm (k-12)'], 'schools': ['gsoffered', 'admemail1', 'statustype', 'edopsname', 'ncesschool', 'charternum', 'streetabr', 'eilcode', 'doc', 'magnet', 'ext', 'soc', 'gsserved']}",1.0
75,1,27,{'frpm': ['nslp provision status']},"{'schools': ['ncesdist', 'edopscode', 'ncesschool', 'charter', 'charternum', 'streetabr', 'eilcode', 'doc', 'magnet', 'ext', 'soc', 'admfname1', 'gsserved'], 'frpm': ['school code', 'school type', 'charter school (y/n)', 'district name', 'county name', 'enrollment (k-12)', 'charter school number', 'school name', 'educational option type', 'free meal count (k-12)', 'percent (%) eligible free (k-12)', 'district code', 'enrollment (ages 5-17)', 'percent (%) eligible frpm (k-12)']}",0.8333333333333333
76,3,27,"{'schools': ['city', 'county'], 'frpm': ['nslp provision status']}","{'schools': ['eilname', 'gsoffered', 'ncesdist', 'streetabr', 'mailcity', 'mailzip', 'mailstreet', 'school', 'mailstrabr', 'doc', 'magnet', 'soc', 'gsserved', 'ncesschool'], 'frpm': ['enrollment (ages 5-17)', 'school code', 'school type', 'county code', 'free meal count (k-12)', 'district name', 'percent (%) eligible free (k-12)', 'district code', 'county name', 'enrollment (k-12)', 'school name', 'charter school number', 'percent (%) eligible frpm (k-12)']}",0.625
77,1,26,{'schools': ['county']},"{'schools': ['gsoffered', 'ncesdist', 'longitude', 'streetabr', 'latitude', 'mailzip', 'fundingtype', 'doc', 'magnet', 'opendate', 'soc', 'admfname1', 'ncesschool'], 'frpm': ['school type', '2013-14 calpads fall 1 certification status', 'district name', 'enrollment (k-12)', 'percent (%) eligible frpm (ages 5-17)', 'percent (%) eligible free (ages 5-17)', 'charter school number', 'school name', 'frpm count (k-12)', 'free meal count (k-12)', 'percent (%) eligible free (k-12)', 'free meal count (ages 5-17)', 'percent (%) eligible frpm (k-12)']}",0.875
78,0,14,{},"{'schools': ['gsoffered', 'admemail2', 'admemail1', 'admlname2', 'cdscode', 'school', 'mailstrabr', 'fundingtype', 'streetabr', 'mailcity', 'eilcode', 'mailstreet', 'street', 'ext']}",1.0
79,1,15,{'schools': ['county']},"{'schools': ['gsoffered', 'ncesdist', 'mailstreet', 'website', 'school', 'cdscode', 'fundingtype', 'opendate', 'ncesschool', 'streetabr', 'mailcity', 'doc', 'magnet', 'ext', 'gsserved']}",0.5
80,0,27,{},"{'frpm': ['school code', 'charter school (y/n)', 'district name', 'county name', 'enrollment (k-12)', 'district type', 'academic year', 'charter school number', 'high grade', 'educational option type', 'percent (%) eligible free (k-12)', 'enrollment (ages 5-17)', 'percent (%) eligible frpm (k-12)'], 'schools': ['ncesdist', 'longitude', 'mailzip', 'website', 'school', 'mailstrabr', 'opendate', 'ncesschool', 'streetabr', 'mailcity', 'mailstreet', 'magnet', 'ext', 'eilname']}",1.0
81,2,27,"{'schools': ['city', 'state']}","{'schools': ['gsoffered', 'ncesdist', 'longitude', 'streetabr', 'mailcity', 'mailzip', 'website', 'school', 'mailstrabr', 'closeddate', 'mailstreet', 'magnet', 'gsserved', 'ncesschool'], 'frpm': ['school code', 'school type', '2013-14 calpads fall 1 certification status', 'charter school (y/n)', 'district name', 'county name', 'enrollment (k-12)', 'charter school number', 'high grade', 'percent (%) eligible free (k-12)', 'district code', 'enrollment (ages 5-17)', 'percent (%) eligible frpm (k-12)']}",0.75
82,0,14,{},"{'schools': ['ncesdist', 'admlname2', 'latitude', 'cdscode', 'school', 'opendate', 'ncesschool', 'charternum', 'streetabr', 'eilcode', 'mailstreet', 'ext', 'eilname', 'gsserved']}",1.0
83,2,28,"{'schools': ['city'], 'frpm': ['nslp provision status']}","{'schools': ['charter', 'virtual', 'charternum', 'longitude', 'statustype', 'mailcity', 'eilcode', 'latitude', 'school', 'fundingtype', 'ext', 'soc', 'gsserved'], 'frpm': ['frpm count (ages 5-17)', 'school code', 'school type', 'charter school (y/n)', 'enrollment (k-12)', 'percent (%) eligible frpm (ages 5-17)', 'percent (%) eligible free (ages 5-17)', 'charter school number', 'school name', 'frpm count (k-12)', 'educational option type', 'free meal count (k-12)', 'percent (%) eligible free (k-12)', 'enrollment (ages 5-17)', 'percent (%) eligible frpm (k-12)']}",0.625
84,2,15,"{'schools': ['district'], 'null': ['admfname1']}","{'schools': ['ncesdist', 'admemail2', 'admemail1', 'admlname2', 'mailzip', 'website', 'school', 'mailstrabr', 'cdscode', 'ncesschool', 'admlname1', 'streetabr', 'mailcity', 'mailstreet', 'ext']}",0.25
85,0,26,{},"{'frpm': ['frpm count (ages 5-17)', 'school code', 'school type', 'percent (%) eligible free (ages 5-17)', 'district name', 'percent (%) eligible free (k-12)', 'school name', 'percent (%) eligible frpm (ages 5-17)', 'free meal count (ages 5-17)', 'enrollment (ages 5-17)', 'frpm count (k-12)', 'percent (%) eligible frpm (k-12)'], 'schools': ['gsoffered', 'ncesdist', 'admemail1', 'mailzip', 'latitude', 'website', 'ncesschool', 'eilname', 'admlname1', 'eilcode', 'doc', 'ext', 'soc', 'gsserved']}",1.0
86,2,13,"{'schools': ['county', 'district']}","{'schools': ['charter', 'ncesdist', 'admemail1', 'streetabr', 'website', 'cdscode', 'mailstrabr', 'fundingtype', 'doc', 'ext', 'soc', 'admfname1', 'ncesschool']}",0.6
87,2,26,"{'schools': ['city', 'county']}","{'schools': ['ncesdist', 'admlname1', 'streetabr', 'mailcity', 'mailzip', 'website', 'mailstrabr', 'mailstreet', 'ext', 'admfname1', 'ncesschool'], 'frpm': ['frpm count (ages 5-17)', 'school code', 'school type', '2013-14 calpads fall 1 certification status', 'district name', 'county name', 'enrollment (k-12)', 'percent (%) eligible free (ages 5-17)', 'charter school number', 'district type', 'school name', 'percent (%) eligible free (k-12)', 'district code', 'enrollment (ages 5-17)', 'percent (%) eligible frpm (k-12)']}",0.8571428571428572
88,1,23,{'schools': ['school']},"{'schools': ['ncesdist', 'admemail2', 'admlname2', 'mailzip', 'website', 'mailstrabr', 'ncesschool', 'admlname1', 'streetabr', 'mailcity', 'mailstreet', 'ext', 'admfname1', 'gsserved'], 'satscores': ['sname', 'avgscrmath', 'numtsttakr', 'enroll12', 'cname', 'avgscrread', 'dname', 'avgscrwrite', 'rtype']}",0.8333333333333333
89,0,15,{},"{'district': ['a8', 'a7', 'a15', 'a11', 'a4', 'a10', 'a5', 'a13', 'a12', 'a2', 'a6', 'a16', 'a14'], 'account': ['account_id', 'date']}",1.0
90,0,22,{},"{'account': ['frequency', 'date'], 'loan': ['status', 'duration', 'date', 'loan_id', 'amount', 'payments'], 'district': ['a8', 'a7', 'a15', 'a11', 'a4', 'a10', 'a5', 'a2', 'a16', 'a14', 'a6', 'a9', 'a12', 'a13']}",1.0
91,0,14,{},"{'district': ['a3', 'a8', 'a7', 'a15', 'district_id', 'a11', 'a4', 'a10', 'a5', 'a2', 'a16', 'a14', 'a9', 'a6']}",1.0
92,0,15,{},"{'district': ['a8', 'a7', 'a15', 'a4', 'a10', 'a5', 'a13', 'a9', 'a12', 'a2', 'a6', 'a16', 'a14'], 'client': ['client_id', 'birth_date']}",1.0
93,0,14,{},"{'client': ['birth_date'], 'district': ['a8', 'a7', 'a15', 'a4', 'a10', 'a5', 'a13', 'a2', 'a16', 'a14', 'a9', 'a12', 'a6']}",1.0
94,0,16,{},"{'account': ['frequency', 'date'], 'district': ['a8', 'a7', 'a15', 'a6', 'a4', 'a10', 'a5', 'a9', 'a12', 'a2', 'a13', 'a16', 'a14'], 'client': ['client_id']}",1.0
95,0,17,{},"{'account': ['frequency', 'date'], 'district': ['a8', 'a7', 'a15', 'a6', 'a4', 'a10', 'a5', 'a9', 'a12', 'a2', 'a13', 'a16', 'a14'], 'client': ['gender', 'client_id']}",1.0
96,0,4,{},"{'account': ['district_id', 'date'], 'disp': ['client_id', 'disp_id']}",1.0
97,0,3,{},"{'disp': ['disp_id'], 'account': ['district_id', 'date']}",1.0
98,0,6,{},"{'account': ['district_id', 'date'], 'loan': ['status', 'duration', 'loan_id', 'payments']}",1.0
99,1,3,{'disp': ['account_id']},"{'loan': ['status', 'loan_id', 'payments']}",0.5
100,0,13,{},"{'district': ['a8', 'a7', 'a15', 'a11', 'a4', 'a10', 'a5', 'a13', 'a9', 'a12', 'a6', 'a16', 'a14']}",1.0
101,0,8,{},"{'trans': ['trans_id', 'operation', 'type', 'balance', 'bank', 'k_symbol', 'account', 'amount']}",1.0
102,0,10,{},"{'account': ['frequency', 'district_id'], 'trans': ['trans_id', 'operation', 'type', 'balance', 'bank', 'k_symbol', 'account', 'date']}",1.0
103,0,7,{},"{'disp': ['account_id', 'type'], 'client': ['gender', 'district_id', 'birth_date'], 'card': ['card_id', 'type']}",1.0
104,0,9,{},"{'account': ['frequency', 'district_id'], 'trans': ['trans_id', 'operation', 'type', 'balance', 'bank', 'k_symbol', 'account']}",1.0
105,0,7,{},"{'account': ['frequency', 'date'], 'loan': ['status', 'duration', 'loan_id', 'amount', 'payments']}",1.0
106,2,8,"{'account': ['account_id', 'date']}","{'trans': ['trans_id', 'operation', 'type', 'balance', 'bank', 'k_symbol', 'account', 'date']}",0.5
107,0,14,{},"{'client': ['client_id'], 'district': ['a3', 'a8', 'a7', 'a15', 'a6', 'a4', 'a10', 'a9', 'a5', 'a12', 'a13', 'a16', 'a14']}",1.0
108,0,12,{},"{'trans': ['trans_id', 'operation', 'type', 'balance', 'bank', 'k_symbol', 'account'], 'loan': ['status', 'duration', 'date', 'loan_id', 'payments']}",1.0
109,0,14,{},"{'client': ['birth_date'], 'district': ['a3', 'a8', 'a7', 'a15', 'a11', 'a4', 'a10', 'a5', 'a13', 'a12', 'a6', 'a16', 'a14']}",1.0
110,0,9,{},"{'disp': ['client_id', 'type'], 'trans': ['trans_id', 'operation', 'type', 'balance', 'bank', 'k_symbol', 'account']}",1.0
111,0,14,{},"{'account': ['frequency'], 'district': ['a8', 'a7', 'a15', 'a11', 'a4', 'a10', 'a5', 'a13', 'a9', 'a12', 'a6', 'a16', 'a14']}",1.0
112,0,14,{},"{'district': ['a3', 'a8', 'a7', 'a15', 'a11', 'a4', 'a10', 'a5', 'a13', 'a12', 'a6', 'a16', 'a14'], 'client': ['client_id']}",1.0
113,2,6,"{'account': ['account_id', 'district_id']}","{'client': ['gender', 'client_id'], 'loan': ['status', 'duration', 'loan_id', 'payments']}",0.6666666666666666
114,0,14,{},"{'account': ['frequency'], 'district': ['a8', 'a7', 'a15', 'a11', 'a4', 'a10', 'a5', 'a13', 'a9', 'a2', 'a6', 'a16', 'a14']}",1.0
115,0,13,{},"{'district': ['a8', 'a7', 'a15', 'a6', 'a11', 'a10', 'a5', 'a12', 'a2', 'a13', 'a16', 'a14'], 'client': ['birth_date']}",1.0
116,0,15,{},"{'loan': ['status', 'duration', 'loan_id', 'amount', 'payments'], 'account': ['frequency', 'district_id', 'date'], 'trans': ['trans_id', 'operation', 'type', 'bank', 'k_symbol', 'account', 'amount']}",1.0
117,0,5,{},"{'loan': ['duration', 'account_id', 'date', 'loan_id', 'payments']}",1.0
118,0,5,{},"{'loan': ['duration', 'account_id', 'date', 'loan_id', 'payments']}",1.0
119,0,12,{},"{'district': ['a8', 'a7', 'a15', 'a6', 'a11', 'a4', 'a10', 'a5', 'a9', 'a13', 'a16', 'a14']}",1.0
120,1,14,{'district': ['a3']},"{'district': ['a8', 'a7', 'a15', 'a11', 'a4', 'a10', 'a5', 'a13', 'a9', 'a12', 'a2', 'a6', 'a16', 'a14']}",0.75
121,0,14,{},"{'account': ['frequency'], 'district': ['a8', 'a7', 'a15', 'a11', 'a4', 'a10', 'a5', 'a13', 'a9', 'a12', 'a6', 'a16', 'a14']}",1.0
122,0,19,{},"{'district': ['a8', 'a7', 'a15', 'a6', 'a11', 'a4', 'a10', 'a5', 'a12', 'a13', 'a16', 'a14'], 'account': ['frequency', 'date'], 'loan': ['status', 'duration', 'date', 'amount', 'payments']}",1.0
123,0,19,{},"{'account': ['frequency', 'date'], 'district': ['a8', 'a7', 'a6', 'a11', 'a4', 'a10', 'a5', 'a9', 'a12', 'a13', 'a16', 'a14'], 'loan': ['status', 'duration', 'date', 'loan_id', 'payments']}",1.0
124,0,18,{},"{'loan': ['status', 'amount', 'date', 'payments'], 'district': ['a3', 'a8', 'a7', 'a15', 'a4', 'a10', 'a5', 'a13', 'a12', 'a6', 'a16', 'a14'], 'account': ['frequency', 'date']}",1.0
125,0,19,{},"{'district': ['a8', 'a7', 'a15', 'a11', 'a4', 'a10', 'a5', 'a9', 'a2', 'a6', 'a16', 'a14'], 'loan': ['duration', 'date', 'loan_id', 'amount', 'payments'], 'account': ['frequency', 'date']}",1.0
126,1,15,{'district as t1': ['account_id']},"{'district': ['a3', 'a8', 'a7', 'a15', 'a11', 'a4', 'a10', 'a5', 'a13', 'a12', 'a6', 'a16', 'a14'], 'account': ['account_id', 'frequency']}",0.6666666666666666
127,0,2,{},"{'account': ['district_id', 'date']}",1.0
128,0,14,{},"{'district': ['a3', 'a8', 'a7', 'a15', 'a11', 'a4', 'a10', 'a5', 'a13', 'a12', 'a6', 'a16', 'a14'], 'client': ['birth_date']}",1.0
129,1,23,{'district as t1': ['a2']},"{'district': ['a8', 'a7', 'a15', 'a11', 'a4', 'a10', 'a5', 'a13', 'a9', 'a12', 'a2', 'a6', 'a16', 'a14'], 'account': ['frequency'], 'trans': ['trans_id', 'operation', 'balance', 'bank', 'k_symbol', 'account', 'date', 'amount']}",0.75
130,2,14,"{'client': ['client_id', 'district_id']}","{'disp': ['disp_id'], 'district': ['a8', 'a7', 'a15', 'a11', 'a4', 'a10', 'a5', 'a13', 'a9', 'a12', 'a6', 'a16', 'a14']}",0.6666666666666666
131,0,19,{},"{'district': ['a8', 'a7', 'a15', 'a11', 'a4', 'a10', 'a5', 'a13', 'a12', 'a2', 'a6', 'a16', 'a14'], 'account': ['frequency', 'date'], 'loan': ['duration', 'date', 'loan_id', 'payments']}",1.0
132,2,7,"{'account': ['account_id', 'district_id']}","{'loan': ['status', 'duration', 'date', 'loan_id', 'payments'], 'client': ['client_id', 'birth_date']}",0.6666666666666666
133,0,12,{},"{'district': ['a3', 'a8', 'a7', 'a15', 'a11', 'a4', 'a10', 'a5', 'a12', 'a6', 'a16', 'a14']}",1.0
134,0,15,{},"{'account': ['frequency', 'date'], 'district': ['a6', 'a7', 'a15', 'a8', 'a11', 'a4', 'a10', 'a5', 'a9', 'a12', 'a2', 'a13', 'a14']}",1.0
135,0,9,{},"{'trans': ['trans_id', 'type', 'bank', 'k_symbol', 'account', 'date', 'amount'], 'account': ['district_id', 'date']}",1.0
136,0,6,{},"{'account': ['district_id', 'date'], 'loan': ['status', 'duration', 'loan_id', 'payments']}",1.0
137,0,21,{},"{'account': ['frequency', 'date'], 'district': ['a8', 'a7', 'a15', 'a11', 'a4', 'a10', 'a5', 'a13', 'a9', 'a12', 'a2', 'a6', 'a16', 'a14'], 'loan': ['duration', 'date', 'loan_id', 'amount', 'payments']}",1.0
138,0,14,{},"{'client': ['birth_date'], 'district': ['a6', 'a7', 'a8', 'a11', 'a4', 'a10', 'a5', 'a9', 'a12', 'a2', 'a13', 'a16', 'a14']}",1.0
139,0,3,{},"{'card': ['issued'], 'disp': ['account_id', 'client_id']}",1.0
140,0,15,{},"{'account': ['frequency', 'date'], 'district': ['a3', 'a8', 'a7', 'a15', 'a11', 'a4', 'a10', 'a5', 'a13', 'a12', 'a6', 'a16', 'a14']}",1.0
141,0,23,{},"{'account': ['frequency', 'date'], 'district': ['a8', 'a7', 'a15', 'a11', 'a4', 'a10', 'a5', 'a13', 'a9', 'a12', 'a2', 'a6', 'a16', 'a14'], 'trans': ['trans_id', 'operation', 'type', 'balance', 'bank', 'k_symbol', 'account']}",1.0
142,2,15,"{'trans': ['account_id', 'k_symbol']}","{'account': ['frequency', 'date'], 'district': ['a8', 'a7', 'a15', 'a11', 'a4', 'a10', 'a5', 'a13', 'a9', 'a12', 'a6', 'a16', 'a14']}",0.6666666666666666
143,0,4,{},"{'disp': ['client_id', 'type'], 'card': ['card_id', 'issued']}",1.0
144,3,6,"{'card': ['disp_id'], 'disp': ['account_id', 'disp_id']}","{'trans': ['trans_id', 'type', 'balance', 'bank', 'k_symbol', 'account']}",0.3333333333333333
145,0,9,{},"{'trans': ['trans_id', 'type', 'balance', 'bank', 'k_symbol', 'account'], 'account': ['frequency', 'district_id', 'date']}",1.0
146,0,12,{},"{'client': ['district_id', 'birth_date'], 'disp': ['type'], 'loan': ['status', 'duration', 'date', 'loan_id', 'amount', 'payments'], 'card': ['card_id', 'issued', 'type']}",1.0
147,0,15,{},"{'client': ['birth_date'], 'district': ['a8', 'a7', 'a15', 'a11', 'a4', 'a10', 'a5', 'a2', 'a16', 'a14', 'a6', 'a9', 'a12', 'a13']}",1.0
148,0,17,{},"{'account': ['frequency', 'date'], 'district': ['a3', 'a8', 'a7', 'a15', 'a11', 'a4', 'a10', 'a5', 'a13', 'a12', 'a6', 'a16', 'a14'], 'disp': ['client_id', 'disp_id']}",1.0
149,0,17,{},"{'disp': ['client_id', 'disp_id'], 'district': ['a8', 'a7', 'a6', 'a15', 'a4', 'a10', 'a5', 'a9', 'a12', 'a2', 'a13', 'a16', 'a14'], 'account': ['frequency', 'date']}",1.0
150,0,23,{},"{'account': ['frequency', 'date'], 'district': ['a8', 'a7', 'a15', 'a11', 'a4', 'a10', 'a5', 'a13', 'a9', 'a2', 'a6', 'a16', 'a14'], 'trans': ['trans_id', 'operation', 'type', 'balance', 'k_symbol', 'account', 'date', 'amount']}",1.0
151,0,23,{},"{'district': ['a3', 'a8', 'a7', 'a15', 'a11', 'a4', 'a10', 'a5', 'a13', 'a9', 'a6', 'a16', 'a14'], 'account': ['frequency', 'date'], 'trans': ['trans_id', 'operation', 'balance', 'bank', 'k_symbol', 'account', 'date', 'amount']}",1.0
152,0,16,{},"{'district': ['a3', 'a8', 'a7', 'a11', 'a4', 'a10', 'a5', 'a2', 'a16', 'a14', 'a6', 'a9', 'a12', 'a13'], 'account': ['account_id', 'frequency']}",1.0
